"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YJR154W",4.036,3.004,4.253,4.213,4.031,3.329
"YJR155W",6.672,6.663,7.293,5.821,5.669,5.918
"YKL001C",6.559,6.677,7.116,4.986,5.299,5.166
"YKL002W",7.025,7.634,7.229,7.451,7.63,7.787
"YKL003C",6.082,6.574,5.456,5.286,5.476,5.823
"YKL004W",5.887,5.464,6.616,6.447,6.281,5.855
"YKL005C",7.42,7.779,7.609,8.123,8.415,8.233
"YKL006C-A",5.561,5.982,5.3,5.487,5.152,5.61
"YKL006W",7.538,6.59,7.752,6.585,6.183,6.614
"YKL007W",6.188,6.214,6.402,6.321,6.183,6.474
"YKL008C",6.082,5.863,7.044,7.555,7.295,7.518
"YKL009W",7.665,7.574,6.773,5.051,4.587,5.571
"YKL010C",7.906,7.243,8.605,8.655,8.772,8.687
"YKL011C",2.617,3.812,3.62,4.213,4.241,4.35
"YKL012W",6.559,6.719,5.844,6.607,6.744,7.162
"YKL013C",6.947,7.134,7.609,7.034,7.011,6.576
"YKL014C",6.064,5.911,5.9,5.821,6.328,5.979
"YKL015W",5.802,5.863,6.005,6.423,5.872,5.887
"YKL016C",9.888,10.341,10.131,8.601,8.716,8.723
"YKL017C",5.067,5.528,4.692,5.39,5.152,4.747
"YKL018C-A",5.103,5.559,5.598,5.286,5.252,5.61
"YKL018W",4.246,4.326,5.456,4.519,4.424,4.256
"YKL019W",5.561,5.528,5.954,6.182,6.351,5.949
"YKL020C",7.435,7.397,7.882,8.138,7.976,8.208
"YKL021C",4.952,5.397,4.414,5.231,4.801,5.267
"YKL022C",5.779,5.464,6.281,6.267,5.964,6.614
"YKL023C-A",3.121,2.589,3.863,3.823,2.887,3.131
"YKL023W",5.757,7.488,5.787,6.731,7.039,6.742
"YKL024C",5.139,5.326,5.124,5.578,5.476,5.405
"YKL025C",5.929,6.214,6.103,6.373,6.395,6.614
"YKL026C",6.302,7.318,6.15,6.67,7.186,7.263
"YKL027W",5.802,5.214,6.649,5.858,5.84,5.979
"YKL028W",6.064,6.863,6.548,6.731,6.459,6.776
"YKL029C",4.952,5.431,6.055,4.986,4.424,5.058
"YKL030W",3.791,4.092,5.124,4.322,3.646,3.8
"YKL031W",0.892,1.588,1.704,1.3,1.189,1.197
"YKL032C",5.273,6.414,5.726,6.321,6.438,6.223
"YKL033W",4.69,4.911,5.9,6.182,5.774,6.248
"YKL033W-A",6.378,6.194,7.069,6.67,6.673,6.595
"YKL034W",5.845,5.786,6.915,7.097,7.223,7.149
"YKL035W",7.731,8.021,8.597,9.338,9.175,9.24
"YKL036C",3.791,2.589,4.253,4.986,4.927,5.058
"YKL037W",2.145,2.589,2.464,0,1.831,1.842
"YKL038W",6.393,7.081,7.575,8.422,8.452,8.17
"YKL039W",6.598,5.759,6.942,6.541,6.417,6.474
"YKL040C",6.635,6.214,7.116,5.487,5.934,6.146
"YKL041W",5.686,6.397,5.726,5.622,5.74,5.684
"YKL042W",5.03,5.134,4.414,4.519,3.646,4.154
"YKL043W",6.672,7.194,7.093,8.287,8.436,8.504
"YKL044W",4.246,2.589,4.071,4.918,4.424,4.676
"YKL045W",5.395,4.959,6.281,6.061,6.05,5.571
"YKL046C",7.126,7.336,7.69,7.351,7.223,7.054
"YKL047W",5.207,5.092,5.124,5.821,4.927,5.36
"YKL048C",6.492,6.38,6.649,6.471,6.691,6.198
"YKL049C",4.783,4.759,4.071,5.173,5.476,5.166
"YKL050C",5.24,5.362,5.3,6.731,6.183,6.536
"YKL051W",4.485,3.812,5.027,5.622,5.099,5.531
"YKL052C",3.6,4.252,4.692,4.322,3.914,3.928
"YKL053C-A",6.559,7.081,6.713,6.398,5.84,6.198
"YKL053W",1.835,2.003,3.327,4.094,3.117,2.626
"YKL054C",7.956,8.875,6.942,7.764,7.893,8.221
"YKL055C",3.698,3.589,5.3,3.666,4.241,4.35
"YKL056C",8.874,8.375,9.685,8.736,8.663,8.414
"YKL057C",6.896,6.362,7.069,6.153,6.305,6.065
"YKL058W",5.686,5.837,6.402,5.745,5.595,5.571
"YKL059C",5.067,4.812,5.529,5.533,6.105,5.918
"YKL060C",12.083,12.318,12.703,13.652,13.749,13.559
"YKL061W",4.642,5.29,4.071,4.094,3.914,4.601
"YKL062W",7.971,7.887,8.408,9.201,9.326,9.37
"YKL063C",5.067,6.574,4.071,4.519,5.299,5.61
"YKL064W",7.384,7.619,7.811,8.691,8.494,8.617
"YKL065C",7.292,7.38,6.915,6.585,6.891,6.81
"YKL065W-A",2.145,2.811,3.62,3.823,4.14,3.8
"YKL066W",6.007,6.76,6.363,6.585,6.811,6.432
"YKL067W",8.024,8.19,8.309,8.232,8.218,7.969
"YKL068W",6.064,6.194,5.215,5.894,6.305,6.172
"YKL068W-A",4.991,5.049,5.598,4.847,5.044,4.154
"YKL069W",5.139,5.29,4.924,5.286,4.865,5.166
"YKL070W",5.686,5.174,6.44,6.628,6.351,6.576
"YKL071W",9.534,8.881,10.245,6.79,6.541,6.516
"YKL072W",4.991,5.005,4.414,6.029,6.05,6.32
"YKL073W",7.981,8.384,8.123,6.691,6.744,7.122
"YKL074C",6.407,6.935,6.239,5.705,5.872,5.571
"YKL075C",5.535,5.887,5.3,5.784,5.299,6.119
"YKL076C",1.835,3.004,0,3.288,3.316,2.9
"YKL077W",7.665,6.935,7.909,7.544,7.284,7.588
"YKL078W",4.036,3.326,4.56,3.823,3.914,4.522
"YKL079W",5.802,6.113,5.215,6.447,6.599,6.724
"YKL080W",7.442,7.071,7.782,7.621,7.754,7.708
"YKL081W",7.347,7.103,7.609,5.784,5.705,5.684
"YKL082C",6.317,8.492,5.027,5.997,6.58,6.614
"YKL083W",5.365,7.536,4.253,4.918,5.203,5.61
"YKL084W",3.494,3.326,3.327,4.424,4.336,4.815
"YKL085W",9.464,10.292,9.669,9.783,9.67,9.642
"YKL086W",2.805,2.003,2.464,2.775,2.613,3.928
"YKL087C",7.3,7.641,8.158,7.187,7.248,7.434
"YKL088W",5.988,6.59,5.663,6.347,6.131,6.453
"YKL089W",5.866,6.175,5.215,4.322,4.865,5.448
"YKL090W",4.591,4.092,4.253,5.173,4.865,4.747
"YKL091C",4.783,5.528,5.456,6.607,6.459,6.388
"YKL092C",6.153,6.071,5.9,6.321,6.105,6.366
"YKL093W",4.912,4.911,4.56,5.858,5.774,5.36
"YKL094W",7.42,7.691,7.505,8.077,8.174,8.097
"YKL095W",5.613,5.092,4.692,5.821,6.05,6.172
"YKL096C-B",2.145,3.174,2.464,3.288,3.316,2.626
"YKL096W",3.791,4.862,4.812,6.093,6.208,5.531
"YKL096W-A",10.619,10.638,11.195,12.408,12.408,12.251
"YKL098W",4.642,4.252,5.9,5.487,5.476,5.491
"YKL099C",5.103,5.092,4.071,4.424,5.203,5.217
"YKL100C",6.732,6.027,7.272,7.704,7.582,7.299
"YKL100W-A",2.617,3.004,4.071,3.288,2.274,4.154
"YKL101W",7.261,7.397,7.185,6.267,6.541,6.614
"YKL102C",1.439,1.002,0,0,1.831,0
"YKL103C",6.937,8.17,7.523,7.621,7.533,7.969
"YKL104C",7.025,6.414,7.975,7.158,6.952,6.793
"YKL105C",5.613,6.464,5.529,6.864,7.025,6.688
"YKL106C-A",0.892,1.588,1.704,1.3,2.274,1.197
"YKL106W",6.204,5.528,5.954,6.093,5.964,6.065
"YKL107W",3.38,3.004,4.414,5.114,5.152,4.88
"YKL108W",4.485,4.812,3.863,4.692,5.252,5.058
"YKL109W",9.429,10.099,8.92,9.501,9.482,9.535
"YKL110C",6.506,7.344,6.281,6.267,6.233,6.366
"YKL111C",4.539,5.134,3.62,4.424,4.662,4.35
"YKL112W",6.153,6.397,6.402,7.066,6.891,6.906
"YKL113C",5.802,5.705,5.726,5.533,5.705,5.755
"YKL114C",5.662,5.863,5.529,4.986,4.865,5.314
"YKL115C",2.145,3.589,2.464,2.429,2.274,1.197
"YKL116C",5.173,4.812,5.663,5.439,5.252,4.747
"YKL117W",8.075,8.29,7.706,7.285,7.235,7.109
"YKL118W",2.617,3.326,2.959,0,2.274,2.626
"YKL119C",5.273,5.005,4.812,4.771,5.099,5.491
"YKL120W",6.333,5.959,6.968,6.447,6.328,6.453
"YKL121W",5.453,5.326,5.787,6.917,6.459,6.859
"YKL122C",5.613,6.733,4.692,4.608,4.733,5.267
"YKL123W",1.835,0,0,0,1.831,1.197
"YKL124W",6.27,6.308,6.583,6.711,6.673,6.688
"YKL125W",6.27,6.027,7.093,6.827,6.709,6.875
"YKL126W",7.108,6.746,8.075,7.201,7.408,7.379
"YKL127W",5.779,5.049,5.954,4.918,4.662,4.439
"YKL128C",5.067,4.959,5.787,4.918,4.587,4.942
"YKL129C",6.082,6.677,6.323,7.521,7.72,7.487
"YKL130C",4.69,5.049,5.124,4.692,5.152,5.166
"YKL131W",2.4,3.174,2.959,3.823,1.831,3.8
"YKL132C",3.959,4.759,5.027,4.986,5.346,5.058
"YKL133C",5.453,5.496,5.787,5.705,5.476,5.058
"YKL134C",6.533,5.959,6.803,5.929,6.022,6.198
"YKL135C",6.684,6.574,6.915,7.018,7.295,6.759
"YKL136W",5.067,5.759,5.38,5.533,5.934,4.88
"YKL137W",5.845,6.271,5.027,4.847,5.252,4.747
"YKL138C",5.207,5.559,4.071,3.288,3.914,3.928
"YKL138C-A",4.485,3.812,1.704,3.055,4.031,2.9
"YKL139W",4.827,5.326,2.464,3.823,4.508,5.405
"YKL140W",6.422,6.746,6.513,6.751,6.86,6.952
"YKL141W",9.835,9.931,10.596,9.929,9.931,9.819
"YKL142W",7.941,8.38,8.014,8.045,8.371,8.189
"YKL143W",5.845,5.648,4.692,6.239,5.595,6.065
"YKL144C",4.69,4.648,4.253,3.823,4.927,4.256
"YKL145W",7.961,7.512,8.319,8.021,7.931,8.352
"YKL146W",6.766,7.027,7.505,7.849,7.711,7.597
"YKL147C",4.246,4.174,5.529,5.173,4.927,5.36
"YKL148C",9.036,9.165,9.453,8.706,8.593,8.335
"YKL149C",4.737,4.092,4.56,5.114,5.595,4.676
"YKL150W",9.588,9.727,9.716,9.963,10.351,10.262
"YKL151C",7.742,8.233,8.563,8.895,8.858,8.627
"YKL152C",9.83,10.373,10.346,11.756,11.838,11.623
"YKL153W",9.122,9.652,9.548,11.02,11.034,10.828
"YKL154W",5.587,5.759,5.3,4.424,4.927,4.815
"YKL155C",6.363,6.993,6.15,6.294,5.808,6.296
"YKL156C-A",7.143,6.993,6.616,6.347,6.233,6.576
"YKL156W",8.292,8.124,7.949,7.244,7.364,7.635
"YKL157W",8.455,7.733,9.149,9.275,9.268,9.171
"YKL159C",3.959,3.705,4.071,3.49,3.646,3.928
"YKL160W",7.406,7.648,6.968,6.093,6.459,6.952
"YKL161C",3.257,3.705,5.027,4.213,4.031,4.815
"YKL162C",5.03,4.589,5.215,5.997,5.74,5.36
"YKL162C-A",2.4,2.003,1.704,0,1.189,1.842
"YKL163W",7.931,8.108,8.748,8.546,8.399,8.473
"YKL164C",6.27,6.677,6.583,5.286,5.099,5.217
"YKL165C",7.362,7.536,8.427,4.986,5.152,5.001
"YKL165C-A",1.439,1.588,2.464,3.288,1.831,3.329
"YKL166C",4.69,5.252,5.027,5.286,5.099,4.815
"YKL167C",5.866,6.344,5.663,5.173,6.022,5.918
"YKL168C",5.173,5.174,5.598,6.321,6.599,6.706
"YKL169C",6.221,6.327,6.44,5.39,4.987,5.531
"YKL170W",6.559,6.677,6.583,5.231,5.556,5.448
"YKL171W",6.118,5.619,7.374,7.621,7.639,7.39
"YKL172W",6.72,7.448,5.529,5.858,6.395,6.474
"YKL173W",5.757,5.431,6.195,5.997,5.633,6.172
"YKL174C",6.478,6.397,7.334,6.585,6.58,6.432
"YKL175W",7.072,6.899,8.014,7.954,8.061,7.828
"YKL176C",7.195,6.48,7.706,8.029,7.838,7.654
"YKL178C",2.972,2.003,2.959,2.429,3.117,3.131
"YKL179C",5.887,6.154,5.38,5.533,6.077,6.248
"YKL180W",8.248,7.899,8.389,7.567,7.319,7.299
"YKL181W",6.696,6.414,7.882,7.621,7.693,7.597
"YKL182W",10.896,10.348,11.886,11.198,11.075,11.132
"YKL183C-A",1.439,2.003,0,1.972,2.613,1.842
"YKL183W",4.429,5.174,4.071,5.339,5.84,5.166
"YKL184W",5.03,4.759,6.103,5.231,4.865,4.88
"YKL185W",6.422,6.838,6.005,5.578,5.84,5.72
"YKL186C",5.207,6.464,6.195,5.533,5.705,5.72
"YKL187C",3.6,4.092,4.924,4.213,4.241,3.504
"YKL188C",4.591,5.397,4.56,6.029,5.964,6.172
"YKL189W",4.539,5.005,5.215,5.231,5.84,5.491
"YKL190W",5.866,5.959,5.529,6.093,6.233,6.065
"YKL191W",5.638,5.559,6.323,5.745,5.993,5.918
"YKL192C",8.24,8.295,8.92,7.894,7.797,7.7
"YKL193C",6.45,6.528,5.663,7.097,6.637,7.226
"YKL194C",5.139,5.528,5.663,5.705,5.203,5.405
"YKL195W",8.3,8.906,7.293,7.338,7.601,7.691
"YKL196C",6.865,6.746,6.86,6.211,6.373,6.41
"YKL197C",4.952,4.648,5.663,6.827,6.709,6.652
"YKL198C",2.4,3.911,5.38,5.173,5.556,4.676
"YKL201C",7.316,8.563,7.782,8.934,8.973,9.118
"YKL202W",4.642,7.016,4.253,6.061,5.669,6.536
"YKL203C",6.766,6.431,7.523,8.225,8.129,7.998
"YKL204W",4.912,5.677,5.215,5.622,5.434,5.531
"YKL205W",6.027,6.005,6.616,5.705,6.05,5.823
"YKL206C",5.103,5.677,5.726,4.608,4.733,4.601
"YKL207W",6.254,6.559,7.163,6.711,6.58,6.343
"YKL208W",3.698,3.911,5.3,4.424,4.336,4.601
"YKL209C",5.365,4.862,5.663,5.286,5.252,5.058
"YKL210W",8.557,7.965,9.091,8.827,8.658,8.579
"YKL211C",5.866,5.619,6.363,5.929,5.808,6.092
"YKL212W",7.186,6.935,7.936,7.325,7.523,6.997
"YKL213C",6.8,6.448,7.432,7.426,7.462,7.068
"YKL214C",5.207,5.496,5.529,5.858,5.993,5.755
"YKL215C",5.335,5.005,6.323,7.143,6.967,7.095
"YKL216W",6.286,5.464,6.402,5.114,5.346,5.648
"YKL217W",7.152,7.318,8.014,6.123,6.131,5.648
"YKL218C",5.424,5.005,6.281,5.705,5.964,5.755
"YKL219W",3.698,3.589,4.56,4.094,4.14,4.815
"YKL220C",3.698,3.464,5.456,2.775,3.117,4.35
"YKL221W",4.912,4.862,5.529,4.692,4.336,5.166
"YKL222C",5.304,6.113,5.844,6.67,6.305,6.343
"YKR001C",7.754,7.504,8.014,7.876,7.754,7.853
"YKR002W",5.988,6.214,6.323,6.846,6.952,6.81
"YKR003W",5.866,5.464,5.954,5.173,5.517,5.314
"YKR004C",3.877,4.174,2.959,4.608,4.336,3.8
"YKR005C",5.03,4.589,4.924,5.622,5.152,5.217
"YKR006C",6.333,6.786,6.103,6.373,6.05,6.388
"YKR007W",5.173,5.619,5.124,5.114,5.39,5.405
"YKR008W",6.865,6.746,6.239,6.447,6.709,6.633
"YKR009C",4.642,5.134,4.692,7.6,7.78,7.744
"YKR010C",5.207,5.496,4.924,5.286,5.434,5.979
"YKR011C",6.696,7.253,6.681,5.533,5.964,6.366
"YKR012C",4.109,2.589,4.414,1.3,3.646,3.131
"YKR013W",6.684,5.59,7.019,5.051,5.044,5.001
"YKR014C",6.811,7.388,6.477,6.211,6.351,6.474
"YKR015C",5.207,6.544,5.027,4.986,5.476,5.113
"YKR016W",8.554,9.044,7.854,7.351,7.72,7.77
"YKR017C",4.69,4.464,5.215,5.533,5.669,5.001
"YKR018C",7.391,6.982,8.34,8.585,8.612,8.386
"YKR019C",4.109,3.911,4.414,5.705,5.556,5.491
"YKR020W",4.591,5.174,2.464,4.847,3.786,4.88
"YKR021W",5.887,6.194,6.616,7.51,7.72,7.445
"YKR022C",5.662,5.677,4.56,5.339,5.152,5.448
"YKR023W",5.887,6.912,4.692,6.093,5.808,6.037
"YKR024C",5.103,5.397,4.924,5.39,5.299,5.918
"YKR025W",4.991,5.464,5.215,5.173,5.099,5.405
"YKR026C",4.485,4.589,5.215,4.608,4.031,3.504
"YKR027W",5.481,4.092,5.954,5.487,5.633,5.166
"YKR028W",6.464,6.59,7.14,7.23,7.025,7.299
"YKR029C",6.188,6.194,4.692,5.487,5.774,6.198
"YKR030W",4.246,3.911,4.414,3.965,3.914,3.8
"YKR031C",7.211,7.262,6.942,8.845,8.932,8.977
"YKR032W",1.439,1.002,1.704,1.3,1.189,0
"YKR033C",5.535,5.049,5.38,8.084,7.998,8.137
"YKR034W",6.755,7.154,6.86,9.233,9.445,9.439
"YKR035C",6.896,7.362,6.402,6.77,6.727,7.054
"YKR035W-A",7.195,7.712,7.116,6.471,6.922,7.251
"YKR036C",4.642,4.705,5.124,5.439,5.099,5.314
"YKR037C",5.273,4.589,5.3,5.286,5.203,4.942
"YKR038C",6.136,6.29,6.323,6.518,6.599,6.614
"YKR039W",10.289,10.529,10.627,11.437,11.441,11.337
"YKR040C",0.892,2.326,1.704,0,1.189,1.197
"YKR041W",0.892,1.588,2.464,1.3,1.189,1.197
"YKR042W",7.285,8.313,8.483,8.092,7.771,7.803
"YKR043C",6.348,5.959,7.487,6.711,6.599,6.343
"YKR044W",5.03,5.134,6.005,5.745,5.252,5.571
"YKR045C",3.121,3.464,2.464,3.666,3.117,2.9
"YKR046C",8.861,8.815,9.517,10.047,9.877,9.88
"YKR047W",5.304,5.759,5.9,6.029,5.669,5.491
"YKR048C",6.967,6.825,7.674,7.487,7.543,7.068
"YKR049C",7.152,7.941,7.868,7.929,7.983,8.063
"YKR050W",2.805,4.174,4.253,4.519,4.031,4.942
"YKR051W",5.03,5.431,5.027,5.997,5.595,6.119
"YKR052C",5.453,5.362,6.281,5.114,4.987,5.36
"YKR053C",4.827,5.431,5.215,5.664,4.927,5.217
"YKR054C",7.671,7.397,8.18,8.859,8.734,8.627
"YKR055W",4.87,4.252,5.215,5.533,5.252,5.571
"YKR056W",6.118,5.705,6.832,6.123,6.077,6.453
"YKR057W",7.564,7.175,7.642,6.373,6.727,6.67
"YKR058W",4.952,5.837,4.56,6.373,6.891,7.026
"YKR059W",2.805,2.589,3.327,3.666,3.49,3.329
"YKR060W",4.827,4.397,4.56,4.918,4.241,4.88
"YKR061W",6.66,6.634,7.592,5.339,5.84,5.918
"YKR062W",5.887,5.464,6.402,6.731,6.709,6.688
"YKR063C",5.988,6.544,6.402,6.809,6.811,6.343
"YKR064W",6.585,6.431,6.616,6.628,6.673,6.742
"YKR065C",6.153,6.194,6.743,6.153,5.517,5.887
"YKR066C",6.007,7.144,7.116,8.41,8.41,8.104
"YKR067W",6.492,7.29,7.116,7.143,7.223,7.226
"YKR068C",5.929,6.049,6.616,6.061,6.157,6.633
"YKR069W",5.535,5.786,6.477,5.339,5.152,5.001
"YKR070W",5.173,5.092,5.726,5.745,6.281,6.172
"YKR071C",8.773,9.17,8.793,8.246,8.371,8.202
"YKR072C",5.757,6.605,5.9,6.969,7.107,6.952
"YKR073C",0.892,1.002,0,1.972,1.831,2.626
"YKR074W",5.561,5.982,6.195,5.173,5.633,5.72
"YKR075C",5.887,6.362,6.44,5.858,5.993,6.272
"YKR075W-A",3.959,4.589,4.253,4.519,4.865,5.217
"YKR076W",8.423,8.257,9.109,6.691,6.744,6.516
"YKR077W",5.845,5.648,6.005,4.608,4.987,4.522
"YKR078W",4.827,5.174,2.959,4.847,5.476,5.448
"YKR079C",5.139,5.049,4.812,4.692,5.203,4.676
"YKR080W",7.169,6.825,7.207,5.664,6.257,6.037
"YKR081C",6.221,5.759,5.787,5.173,5.476,6.008
"YKR082W",6.436,5.732,6.616,6.267,6.233,6.495
"YKR083C",4.429,5.214,3.863,2.429,2.613,3.8
"YKR084C",6.333,5.837,6.888,6.373,6.131,6.065
"YKR085C",6.027,6.799,6.616,5.39,5.252,5.314
"YKR086W",6.1,6.005,6.477,6.495,6.328,6.595
"YKR087C",5.424,5.252,5.726,5.821,5.595,5.684
"YKR088C",5.365,5.049,6.583,6.731,6.417,6.198
"YKR089C",6.333,6.005,6.583,7.51,7.211,7.188
"YKR090W",4.827,4.589,5.38,5.339,4.662,4.88
"YKR091W",4.109,4.397,5.456,4.322,4.801,4.256
"YKR092C",4.69,5.134,3.863,4.692,4.241,4.815
"YKR093W",8.319,8.313,9.249,10.041,9.758,9.694
"YKR094C",6.986,6.838,7.019,5.578,5.808,6.065
"YKR095W",8.311,9.665,6.548,8.077,8.337,8.701
"YKR095W-A",4.036,4.705,4.56,3.666,2.613,3.8
"YKR096W",6.947,7.027,7.251,7.971,8.161,8.202
"YKR097W",9.272,9.065,9.439,3.823,4.587,4.046
"YKR098C",3.791,4.812,4.56,5.894,5.669,5.887
"YKR099W",5.587,5.786,5.124,6.471,6.637,6.81
"YKR100C",6.585,7.134,6.323,7.439,7.797,7.82
"YKR101W",5.638,5.911,5.38,5.664,6.157,6.343
"YKR102W",3.959,4.759,4.253,5.894,5.595,6.119
"YKR103W",4.827,4.759,5.787,6.029,6.131,5.949
"YKR104W",3.38,4.004,4.56,3.965,4.587,4.35
"YLL001W",6.917,6.97,7.523,6.423,6.637,6.843
"YLL002W",3.791,3.326,3.62,3.055,3.49,3.329
"YLL003W",5.662,6.214,5.787,6.809,6.691,6.982
"YLL004W",4.69,4.252,3.62,3.823,4.031,4.046
"YLL005C",6.171,6.344,5.529,6.9,6.709,6.724
"YLL006W",5.535,5.214,6.15,5.439,5.84,5.918
"YLL007C",5.508,5.134,6.103,5.439,5.595,5.684
"YLL008W",5.71,6.194,5.598,5.705,6.157,5.448
"YLL009C",8.514,9.548,7.642,6.123,6.673,7.162
"YLL010C",3.959,4.589,4.56,5.114,5.299,5.36
"YLL011W",5.613,5.559,5.456,4.213,4.662,4.154
"YLL012W",3.494,4.648,5.027,6.563,6.637,6.652
"YLL013C",6.136,7.049,6.513,7.487,7.601,7.299
"YLL014W",5.535,5.837,6.239,5.705,5.934,5.918
"YLL015W",7.754,7.154,8.235,8.037,7.983,7.892
"YLL016W",5.103,5.431,5.787,7.066,7.319,6.826
"YLL017W",2.145,2.003,2.464,3.288,3.316,4.154
"YLL018C",7.719,7.582,8.224,7.521,7.553,7.681
"YLL018C-A",4.309,3.705,5.027,4.608,4.865,4.35
"YLL019C",7.477,7.856,7.868,8.751,8.699,8.569
"YLL019W-A",3.121,3.174,4.253,4.424,4.241,4.942
"YLL020C",1.439,2.589,0,3.055,3.117,3.329
"YLL021W",6.886,7.456,6.713,6.9,7.173,7.054
"YLL022C",4.783,4.252,5.844,5.339,5.044,5.571
"YLL023C",5.613,6.308,5.954,6.969,6.673,6.536
"YLL024C",8.062,7.806,8.694,6.751,6.907,6.859
"YLL025W",0,2.589,1.704,3.055,0,2.287
"YLL026W",10.138,10.896,10.272,9.99,10.177,10.143
"YLL027W",7.339,8.044,8.026,7.578,7.295,7.402
"YLL028W",8.272,8.597,9.048,9.275,9.228,9.158
"YLL029W",7.653,7.812,7.949,8.253,8.337,7.998
"YLL031C",6.777,5.837,7.019,7.002,7.134,7.213
"YLL032C",5.424,5.397,5.027,5.578,5.669,5.405
"YLL033W",4.036,3.174,3.863,3.823,3.914,3.928
"YLL034C",5.686,5.092,6.055,4.692,4.987,4.601
"YLL035W",4.642,4.812,5.124,4.519,4.241,4.522
"YLL036C",5.03,5.252,5.726,5.894,5.872,5.61
"YLL037W",4.036,4.252,4.56,3.288,4.662,4.439
"YLL038C",4.991,3.911,5.598,5.578,5.74,5.491
"YLL039C",9.594,9.51,10.395,10.067,10.015,9.932
"YLL040C",8.606,8.248,9.091,9.956,9.999,9.923
"YLL041C",9.565,9.397,10.306,9.074,9.083,8.874
"YLL042C",3.791,4.326,4.071,3.49,3.646,3.8
"YLL043W",5.335,6.38,6.005,6.029,6.183,6.008
"YLL044W",6.286,5.049,6.888,5.439,5.556,5.058
"YLL045C",7.435,6.899,8.235,7.05,6.691,7.122
"YLL046C",2.805,4.397,2.464,1.972,1.189,1.197
"YLL047W",1.835,3.589,2.959,2.775,0,1.842
"YLL048C",8.211,7.935,8.638,8.859,8.721,8.727
"YLL049W",4.991,4.705,5.456,5.173,5.044,5.113
"YLL050C",8.628,8.76,8.646,8.204,8.267,8.24
"YLL051C",5.139,4.812,6.513,6.093,6.208,5.887
"YLL052C",2.4,1.002,2.959,2.775,3.316,3.131
"YLL053C",2.4,3.004,4.414,3.055,3.786,1.842
"YLL054C",6.007,5.326,5.726,5.929,5.964,5.855
"YLL055W",8.052,8.641,8.622,8.416,8.308,8.288
"YLL056C",6.906,6.912,7.432,6.347,6.618,6.742
"YLL057C",2.4,3.326,4.253,3.288,3.646,2.287
"YLL058W",5.481,5.982,6.477,6.935,6.844,6.706
"YLL059C",3.38,3.326,4.071,4.322,3.786,4.046
"YLL060C",6.947,6.812,7.609,5.858,6.183,5.789
"YLL061W",5.908,5.982,6.281,5.578,5.934,4.942
"YLL062C",5.395,5.812,5.663,4.094,4.336,3.504
"YLR001C",6.708,6.48,7.019,7.621,7.976,8.034
"YLR002C",6.045,5.049,5.663,5.745,5.84,5.684
"YLR003C",5.173,5.837,4.414,5.173,5.434,5.823
"YLR004C",3.698,4.528,5.124,7.663,7.62,7.413
"YLR005W",6.559,6.431,7.093,8.077,8.095,8.221
"YLR006C",5.686,6.113,6.363,6.495,6.655,6.688
"YLR007W",5.734,5.214,6.195,7.002,7.08,7.275
"YLR008C",5.335,5.732,5.787,4.608,4.865,4.35
"YLR009W",6.436,6.448,5.726,5.051,4.865,5.36
"YLR010C",3.959,4.004,4.414,3.055,4.031,4.439
"YLR011W",4.591,4.252,4.414,4.094,4.031,3.8
"YLR014C",5.067,4.528,5.787,5.286,5.517,5.491
"YLR015W",5.587,5.619,5.787,5.745,5.595,6.296
"YLR016C",5.24,4.959,5.663,5.051,5.152,5.36
"YLR017W",5.662,5.326,6.15,5.894,5.517,5.405
"YLR018C",5.424,5.362,5.844,5.114,5.044,4.747
"YLR019W",6.007,6.092,6.103,6.864,6.844,6.67
"YLR020C",5.887,5.732,6.281,5.664,5.595,4.942
"YLR021W",4.539,4.759,4.924,4.692,4.662,3.928
"YLR022C",4.952,4.862,5.787,4.918,4.587,4.046
"YLR023C",6.822,6.512,7.272,7.971,7.821,7.861
"YLR024C",7.025,6.838,7.413,8.655,8.76,8.509
"YLR025W",6.777,7.362,6.055,7.018,7.26,7.068
"YLR026C",4.991,5.431,4.812,4.847,5.099,5.166
"YLR027C",8.043,7.906,8.501,7.325,7.319,7.226
"YLR028C",6.906,7.134,7.185,7.642,7.513,7.434
"YLR029C",8.686,8.501,8.829,8.013,8.243,8.124
"YLR030W",1.439,2.326,3.327,3.055,2.613,3.504
"YLR031W",1.439,2.003,0,2.429,2.274,1.842
"YLR032W",5.587,5.134,6.005,6.321,6.257,6.495
"YLR033W",6.302,6.574,5.027,6.182,5.774,6.146
"YLR034C",7.369,6.773,8.389,6.79,6.891,6.826
"YLR035C",4.783,4.528,5.3,6.447,6.105,6.272
"YLR036C",4.591,3.589,2.464,3.49,3.49,2.287
"YLR037C",0.892,2.589,0,1.972,1.189,0
"YLR038C",9.655,10.182,9.337,8.239,8.371,8.745
"YLR039C",7.354,7.464,6.86,5.997,5.74,6.343
"YLR040C",2.617,2.811,3.327,4.213,2.887,3.504
"YLR041W",1.439,1.002,2.464,1.3,2.274,1.842
"YLR042C",1.835,2.003,2.959,2.429,2.887,1.197
"YLR043C",7.837,7.773,8.246,7.463,7.854,7.445
"YLR044C",8.142,8.944,8.851,11.003,10.941,10.826
"YLR045C",5.686,6.448,6.239,4.424,4.733,4.747
"YLR046C",4.179,4.862,4.414,5.173,5.633,4.676
"YLR047C",4.429,4.705,5.787,5.439,5.299,4.522
