"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YER087W",4.783,4.648,5.124,5.705,5.556,5.648
"YER088C",7.081,8.199,7.541,8.506,8.261,8.352
"YER088C-A",1.835,2.326,3.863,3.055,2.613,2.287
"YER088W-B",2.4,2.326,2.959,3.055,1.189,1.197
"YER089C",4.827,4.812,5.954,5.173,4.587,4.601
"YER090C-A",3.791,2.003,4.071,2.775,3.316,3.66
"YER090W",6.906,6.559,7.909,6.67,6.438,6.633
"YER091C",9.125,8.52,10.125,9.507,9.458,9.283
"YER091C-A",0.892,2.003,1.704,0,0,1.842
"YER092W",5.71,6.194,6.055,4.847,4.987,5.531
"YER093C",6.302,6.175,6.281,7.244,7.272,7.263
"YER093C-A",4.783,4.397,4.071,4.519,4.801,4.439
"YER094C",7.413,7.431,7.854,7.338,7.295,7.518
"YER095W",6.436,5.863,7.469,6.518,6.351,6.223
"YER096W",4.642,4.648,6.281,5.705,5.346,5.405
"YER097W",1.439,2.326,2.464,1.972,3.646,2.287
"YER098W",6.118,6.113,5.663,6.153,6.395,6.495
"YER099C",5.734,5.705,6.713,7.258,7.053,6.937
"YER100W",6.598,6.677,6.616,6.211,6.501,6.742
"YER101C",4.37,4.397,5.598,6.711,6.438,6.248
"YER102W",6.407,5.732,5.844,5.173,5.099,4.747
"YER103W",8.665,9.675,8.858,6.65,7.107,6.742
"YER104W",4.69,4.705,4.924,4.692,4.508,5.166
"YER105C",7.277,6.947,7.882,8.16,7.797,8.034
"YER106W",2.805,3.911,2.464,3.49,3.646,3.504
"YER107C",5.613,5.174,6.103,5.664,5.346,5.648
"YER107W-A",4.109,2.326,4.253,3.823,4.14,3.329
"YER110C",7.203,6.559,8.063,7.988,7.702,7.681
"YER111C",6.464,6.982,5.124,6.495,6.637,6.576
"YER112W",5.949,6.559,4.071,5.339,4.14,5.491
"YER113C",4.912,4.862,6.281,5.339,5.993,5.755
"YER114C",6.064,6.071,6.649,7.05,7.248,7.238
"YER115C",3.6,4.528,2.959,3.965,4.031,4.046
"YER116C",5.453,5.174,5.598,5.894,6.131,6.223
"YER117W",8.177,7.753,8.492,6.691,7.08,7.026
"YER118C",5.424,5.496,5.598,4.213,5.099,5.001
"YER119C",2.145,3.705,3.62,5.705,5.203,4.676
"YER119C-A",4.429,2.326,4.56,4.692,3.316,4.439
"YER120W",6.777,6.605,7.767,6.969,6.937,6.793
"YER121W",3.257,4.092,1.704,2.775,4.031,3.8
"YER122C",6.886,7.113,6.86,6.541,6.673,7.082
"YER123W",6.302,5.812,5.787,6.153,6.183,6.595
"YER124C",7.062,7.06,7.019,6.294,6.022,5.979
"YER125W",7.647,7.504,8.872,8.836,8.743,8.74
"YER126C",5.638,5.362,5.38,4.519,4.662,5.267
"YER127W",5.481,5.528,4.56,4.519,5.39,4.747
"YER128W",2.145,4.464,3.62,4.608,3.786,4.154
"YER129W",6.8,6.705,6.323,7.475,7.592,7.717
"YER130C",5.866,5.705,5.787,5.578,5.556,5.918
"YER131W",7.511,7.582,7.293,5.894,6.131,6.453
"YER132C",6.478,6.496,6.713,8.123,8.089,8.227
"YER133W",8.361,8.881,8.099,8.574,8.785,8.866
"YER133W-A",3.959,3.464,2.464,4.424,4.424,4.522
"YER134C",3.959,4.326,4.56,5.487,5.346,4.815
"YER135C",2.617,2.003,2.464,1.3,1.831,1.197
"YER136W",7.719,7.185,8.099,8.453,8.426,8.457
"YER137C",3.121,3.812,1.704,1.3,2.887,3.928
"YER137W-A",0.892,2.811,2.464,1.3,2.274,1.197
"YER139C",4.737,4.252,4.071,4.918,4.927,4.747
"YER140W",5.662,5.528,5.844,6.347,6.351,6.223
"YER141W",8.807,8.488,9.813,10.542,10.405,10.452
"YER142C",6.492,6.663,6.195,6.65,7.094,7.082
"YER143W",6.559,5.812,6.743,6.182,6.208,6.652
"YER144C",5.103,5.326,6.239,5.439,4.865,5.113
"YER145C",6.348,6.344,7.432,5.578,5.299,5.113
"YER145C-A",4.827,5.559,5.027,4.692,4.241,4.815
"YER146W",4.737,5.648,5.124,5.286,4.927,5.113
"YER147C",4.429,4.252,4.812,5.784,5.84,5.405
"YER147C-A",6.811,6.528,6.681,5.173,6.077,5.755
"YER148W",7.3,7.619,7.272,6.471,6.637,6.724
"YER148W-A",3.698,4.326,2.959,3.823,3.646,4.154
"YER149C",4.429,4.589,5.124,4.519,5.044,4.046
"YER150W",9.82,10.763,10.086,9.842,9.76,9.604
"YER151C",6.61,7.113,6.649,7.498,7.342,7.645
"YER152C",4.246,4.589,5.598,5.39,4.927,5.217
"YER152W-A",2.145,2.003,3.863,2.429,2.274,2.626
"YER153C",0.892,1.588,0,3.055,1.189,0
"YER154W",4.539,5.431,5.215,4.847,4.587,5.571
"YER155C",8.42,7.869,8.202,9.187,8.936,9.006
"YER156C",4.69,4.464,4.924,5.114,4.927,5.001
"YER157W",5.481,4.862,5.529,5.963,5.633,5.789
"YER158C",7.347,7.194,7.782,8.794,8.751,8.622
"YER158W-A",4.991,5.619,4.071,4.213,4.14,4.522
"YER159C",4.87,6.38,4.692,5.286,5.152,5.405
"YER161C",5.949,6.947,5.787,7.05,6.86,6.81
"YER162C",5.908,6.071,5.954,6.495,6.86,6.906
"YER163C",5.395,5.005,6.005,5.578,5.872,5.571
"YER164W",6.743,7.327,6.616,7.858,7.976,7.984
"YER165C-A",4.036,3.464,4.414,4.771,4.424,4.439
"YER165W",8.441,8.52,8.605,9.038,8.858,8.646
"YER166W",7.665,7.38,8.267,8.54,8.494,8.352
"YER167W",6.204,6.29,6.323,7.187,6.937,7.136
"YER168C",5.24,5.326,5.787,4.847,6.233,5.448
"YER169W",6.153,6.253,6.773,8.16,8.168,8.09
"YER170W",4.429,4.174,4.56,3.965,2.887,3.131
"YER171W",5.613,5.397,6.239,5.784,6.105,5.887
"YER172C",6.957,6.48,7.45,8.005,8.047,8.177
"YER172C-A",1.439,1.002,2.464,1.3,2.887,2.626
"YER173W",4.737,5.134,4.924,5.231,6.022,5.72
"YER174C",6.1,5.705,6.832,6.347,6.48,6.474
"YER175C",4.783,4.589,5.38,5.894,5.595,5.314
"YER175W-A",2.145,0,2.959,1.972,2.887,2.626
"YER176W",6.302,7.698,6.713,7.298,7.482,7.175
"YER177W",9.192,9.401,9.86,9.575,9.608,9.517
"YER178W",8.599,8.322,9.367,8.644,8.626,8.608
"YER179W",0,2.811,0,1.972,3.914,3.131
"YER180C",3.877,4.759,4.253,4.322,4.14,3.329
"YER180C-A",3.791,3.174,2.959,3.49,2.613,3.66
"YER181C",0.892,1.002,0,3.055,2.613,1.197
"YER182W",7.152,7.753,6.773,7.187,7.198,7.226
"YER183C",4.737,4.812,4.812,4.918,5.299,4.815
"YER184C",4.827,4.174,5.954,5.745,5.556,5.684
"YER185W",3.6,3.004,4.253,3.49,4.031,1.197
"YER186C",6.007,6.175,6.583,6.691,7.053,6.724
"YER187W",2.617,3.705,2.959,3.49,4.336,3.8
"YFL001W",4.309,4.648,4.071,3.823,4.508,4.522
"YFL002C",5.508,6.175,5.456,4.424,5.203,5.166
"YFL003C",3.698,4.004,1.704,3.965,4.14,4.522
"YFL004W",7.695,7.456,8.246,8.54,8.468,8.408
"YFL005W",7.09,7.071,8.267,7.6,7.223,7.548
"YFL007W",8.038,7.656,9.149,9.12,9.059,9.135
"YFL008W",6.896,7.641,6.44,6.373,6.521,6.706
"YFL009W",5.424,5.677,6.103,6.321,6.105,6.092
"YFL010C",5.335,5.59,6.402,4.986,5.252,4.601
"YFL010W-A",4.429,5.496,5.215,4.519,5.044,4.522
"YFL011W",0.892,1.588,2.959,0,1.831,1.197
"YFL012W",0.892,1.002,1.704,0,1.189,0
"YFL012W-A",1.835,0,0,2.429,3.117,3.131
"YFL013C",5.508,5.837,5.663,6.093,6.459,6.41
"YFL013W-A",4.429,5.397,4.071,5.051,5.774,5.405
"YFL014W",9.342,10.553,9.227,9.341,9.713,10.021
"YFL015C",1.439,1.588,0,0,1.831,1.842
"YFL016C",6.967,8.516,7.354,7.451,7.63,7.681
"YFL017C",3.959,4.648,4.56,2.775,3.786,3.928
"YFL017W-A",5.304,5.786,5.844,5.231,4.587,4.154
"YFL018C",8.908,9.002,9.439,8.204,8.354,8.083
"YFL019C",1.439,2.811,1.704,3.666,3.646,3.329
"YFL020C",1.439,0,0,1.3,1.189,1.197
"YFL021C-A",4.309,4.648,5.3,6.563,6.233,6.32
"YFL021W",5.929,6.634,6.548,8.32,8.135,8.034
"YFL022C",6.221,5.837,6.681,6.123,6.157,6.32
"YFL023W",6.45,7.204,5.3,6.691,6.637,6.495
"YFL024C",5.365,5.959,5.844,6.267,6.58,6.576
"YFL025C",5.757,5.214,6.44,5.929,5.84,5.684
"YFL026W",3.6,3.812,3.62,4.322,4.987,3.66
"YFL027C",5.365,4.759,6.055,5.339,5.434,5.058
"YFL028C",6.348,6.512,6.583,5.929,6.373,5.979
"YFL029C",4.036,5.005,4.56,5.286,5.252,5.531
"YFL030W",7.616,7.719,8.288,8.908,8.958,8.709
"YFL031C-A",4.036,4.174,5.726,4.847,4.14,3.66
"YFL031W",7.966,8.608,9.322,8.153,8.054,7.961
"YFL032W",4.642,4.911,6.513,4.519,4.031,4.256
"YFL033C",7.369,7.431,7.674,8.855,8.789,8.745
"YFL034C-A",5.802,5.837,5.124,5.173,4.987,4.942
"YFL034C-B",4.429,4.862,3.863,3.49,3.117,3.329
"YFL034W",5.969,6.648,6.005,6.585,7.211,7.082
"YFL036W",8.173,7.766,8.427,8.092,8.267,7.828
"YFL037W",6.743,6.397,7.093,6.347,5.872,6.092
"YFL038C",7.936,8.308,8.202,8.069,8.116,8.117
"YFL039C",10.49,10.297,11.388,10.45,10.341,10.202
"YFL040W",2.972,3.589,2.959,2.429,1.189,3.131
"YFL041W",6.407,6.512,7.393,6.985,6.561,6.81
"YFL041W-A",2.145,3.004,0,4.424,3.914,3.8
"YFL042C",5.508,5.812,6.477,7.002,6.982,6.826
"YFL044C",5.71,4.705,6.832,5.894,6.105,5.684
"YFL045C",7.391,7.175,7.975,7.034,6.761,6.388
"YFL046W",5.067,5.397,4.414,4.608,4.865,5.267
"YFL047W",4.539,5.005,4.692,4.847,4.336,5.058
"YFL048C",6.519,6.544,7.14,6.153,6.208,6.223
"YFL049W",5.779,6.049,5.726,5.858,6.233,6.474
"YFL050C",6.478,6.271,6.803,7.018,7.235,6.843
"YFL051C",2.145,3.464,3.62,0,2.887,2.287
"YFL052W",5.273,5.174,6.281,4.918,3.49,3.504
"YFL053W",3.959,3.589,4.071,1.972,2.274,0
"YFL054C",4.109,4.326,5.124,3.288,4.927,4.154
"YFL055W",2.805,2.003,3.62,3.49,2.887,3.66
"YFL056C",5.273,3.464,6.323,1.972,1.831,1.842
"YFR001W",5.304,6.431,4.56,4.608,4.508,5.531
"YFR002W",7.034,6.705,7.093,6.711,6.727,6.793
"YFR003C",5.988,6.923,6.281,6.321,6.183,6.536
"YFR004W",7.391,7.786,7.469,6.809,7.094,7.068
"YFR005C",4.991,4.174,5.124,5.286,5.705,5.405
"YFR006W",7.765,7.388,8.36,8.246,8.343,8.157
"YFR007W",5.335,5.732,5.787,5.173,5.39,5.61
"YFR008W",3.121,4.174,3.863,3.823,3.914,4.154
"YFR009W",6.623,5.959,7.163,6.607,6.952,6.495
"YFR010W",8.029,8.144,7.625,7.521,7.916,7.681
"YFR010W-A",6.598,7.005,6.055,4.771,4.662,5.571
"YFR011C",7.771,7.918,7.293,5.664,5.964,6.272
"YFR012W",0.892,2.589,0,0,2.274,2.287
"YFR012W-A",0.892,0,1.704,1.3,1.189,0
"YFR013W",5.304,5.732,5.3,6.267,6.395,6.065
"YFR014C",6.519,6.677,6.513,6.917,6.828,6.706
"YFR015C",6.672,7.528,7.393,5.051,4.587,4.676
"YFR016C",7.47,8.796,6.743,8.021,8.365,8.408
"YFR017C",6.188,7.224,7.185,8.273,8.047,7.548
"YFR018C",2.805,3.589,4.071,3.823,3.316,3.131
"YFR019W",6.478,6.59,7.185,7.244,7.198,7.226
"YFR020W",4.991,5.252,5.3,6.061,5.808,5.405
"YFR021W",5.139,4.862,5.456,6.153,5.808,5.755
"YFR022W",3.698,4.705,5.027,6.347,6.373,6.037
"YFR023W",2.805,2.326,1.704,3.055,3.914,2.287
"YFR024C-A",6.559,6.29,7.163,6.969,6.561,6.576
"YFR025C",5.779,5.786,6.055,6.321,6.131,5.918
"YFR026C",1.439,1.588,2.959,0,2.274,1.197
"YFR027W",3.791,4.326,3.62,2.775,3.316,3.66
"YFR028C",5.03,5.326,6.195,5.339,5.203,5.058
"YFR029W",5.535,5.528,5.844,6.093,6.459,6.388
"YFR030W",7.531,7.559,8.329,7.589,7.223,7.136
"YFR031C",6.436,6.993,5.456,6.628,6.907,6.793
"YFR031C-A",6.917,7.336,7.393,6.952,6.691,6.891
"YFR032C",0.892,1.002,1.704,1.3,0,1.197
"YFR032C-A",8.35,8.508,8.158,6.518,6.844,7.136
"YFR032C-B",4.179,4.528,4.812,3.823,2.613,4.154
"YFR033C",10.237,11.575,9.641,10.009,10.296,10.415
"YFR034C",4.737,4.528,4.924,4.918,4.801,5.314
"YFR034W-A",3.494,3.326,3.327,3.965,2.887,2.9
"YFR035C",4.179,3.464,4.414,3.49,4.424,4.256
"YFR036W",4.783,4.959,4.071,4.094,5.203,4.601
"YFR036W-A",5.686,6.29,5.787,5.286,5.517,5.648
"YFR037C",6.422,7.134,6.888,6.182,6.328,6.146
"YFR038W",5.686,6.194,5.9,6.294,6.351,6.453
"YFR039C",6.045,5.759,6.513,5.578,5.84,5.314
"YFR040W",7.911,8.281,7.825,8.726,8.818,8.775
"YFR041C",6.378,6.993,5.124,4.692,5.152,5.058
"YFR042W",5.207,5.214,6.323,3.666,3.49,4.046
"YFR043C",3.959,4.911,3.327,4.322,4.14,3.928
"YFR044C",7.911,7.488,8.906,8.435,8.168,8.264
"YFR045W",5.561,5.29,6.055,6.061,5.964,5.789
"YFR046C",4.642,4.759,3.327,4.771,4.927,4.88
"YFR047C",6.027,5.786,6.803,6.628,6.811,6.793
"YFR048W",5.139,5.134,5.844,6.211,6.05,5.823
"YFR049W",7.837,8.304,8.039,6.917,6.907,7.068
"YFR050C",7.308,7.344,7.541,7.498,7.601,7.423
"YFR051C",5.273,6.496,6.055,6.239,5.84,6.146
"YFR052C-A",3.877,5.464,4.253,5.997,5.346,5.72
"YFR052W",7.491,7.362,7.314,6.495,6.86,6.967
"YFR053C",9.231,9.674,9.901,10.493,10.561,10.526
"YFR054C",0,1.002,2.464,0,1.189,1.842
"YFR055W",5.587,4.464,6.477,7.172,7.08,6.967
"YFR056C",2.805,2.326,2.464,4.692,4.14,4.154
"YFR057W",0,1.002,0,0,1.189,1.197
"YGL001C",6.533,6.005,7.575,8.416,8.075,8.104
"YGL002W",4.309,4.862,5.598,6.294,6.022,5.36
"YGL003C",5.24,5.134,6.103,6.239,5.774,5.491
"YGL004C",5.03,4.528,5.598,5.533,5.346,5.491
"YGL005C",5.929,5.837,4.924,5.705,5.203,5.949
"YGL006W",7.609,8.113,7.811,8.453,8.539,8.441
"YGL006W-A",2.4,3.004,1.704,1.972,3.117,1.197
"YGL007C-A",1.439,1.588,2.464,3.055,2.613,1.197
"YGL007W",1.439,2.589,4.071,4.692,4.14,4.601
"YGL008C",11.526,10.903,12.017,12.886,12.825,12.513
"YGL009C",7.986,7.204,8.851,9.325,9.291,9.256
"YGL010W",4.783,5.174,5.726,5.533,4.927,5.405
"YGL011C",8.311,8.331,8.418,7.6,7.991,8.151
"YGL012W",6.708,5.648,7.374,8.435,8.012,8.02
"YGL013C",6.254,6.512,6.583,7.23,7.397,7.445
"YGL014C-A",1.835,1.002,1.704,1.3,1.189,2.287
"YGL014W",5.365,6.154,6.005,6.211,6.05,5.789
"YGL015C",1.835,1.588,4.071,2.429,2.613,1.197
"YGL016W",6.333,5.252,7.019,6.585,6.673,6.432
"YGL017W",4.109,4.397,4.253,5.231,5.152,5.001
"YGL018C",4.37,5.252,4.692,3.055,3.914,4.747
"YGL019W",6.684,6.271,7.413,7.002,6.417,6.633
"YGL020C",5.304,5.619,5.9,5.578,5.669,5.217
"YGL021W",4.485,4.004,4.56,4.692,4.424,4.046
"YGL022W",6.66,6.982,7.505,6.471,6.876,6.576
"YGL023C",5.365,5.59,5.726,6.123,6.022,5.949
"YGL024W",2.972,1.588,3.327,2.429,2.887,2.9
"YGL025C",4.37,4.397,4.812,5.051,4.336,4.601
"YGL026C",7.545,7.233,8.246,7.285,7.211,6.937
"YGL027C",6.732,5.959,7.272,6.711,6.351,6.41
"YGL028C",6.171,5.648,6.103,5.339,4.987,5.267
"YGL029W",4.991,6.634,3.863,4.094,4.336,4.942
"YGL030W",8.779,8.456,9.2,8.494,8.473,8.02
"YGL031C",8.276,7.959,7.896,6.917,7.198,7.251
"YGL032C",1.439,2.326,3.863,1.3,1.831,0
"YGL033W",3.121,3.326,2.959,1.3,1.831,0
"YGL034C",0.892,1.002,0,1.3,1.831,1.842
"YGL035C",5.481,6.154,5.954,6.373,6.637,6.595
"YGL036W",6.118,6.344,5.954,6.917,6.891,7.082
"YGL037C",8.147,8.899,8.501,8.794,8.874,8.866
"YGL038C",6.957,6.397,7.314,6.607,7.147,7.054
"YGL039W",4.737,4.252,4.253,4.771,4.801,4.815
"YGL040C",7.178,7.185,7.706,7.187,6.967,6.432
"YGL041C",4.69,5.326,4.56,3.49,3.646,4.154
"YGL041C-B",2.805,2.326,3.327,1.3,1.831,2.9
"YGL041W-A",6.064,6.271,5.844,4.692,5.434,5.405
"YGL042C",4.642,5.528,4.414,4.424,4.508,4.35
"YGL043W",5.823,5.464,5.726,4.986,5.74,5.684
"YGL044C",5.561,5.812,5.456,6.211,6.05,6.008
"YGL045W",6.464,6.959,6.915,6.471,6.521,6.576
"YGL047W",4.429,4.397,5.027,3.49,4.336,2.9
"YGL048C",7.885,7.838,8.039,7.377,7.533,7.691
"YGL049C",6.45,6.634,5.954,6.628,6.709,6.474
"YGL050W",5.424,5.559,5.027,5.173,5.84,5.448
"YGL054C",7.504,7.733,7.854,7.867,7.533,7.853
"YGL055W",9.882,9.733,10.441,12.25,12.168,12.199
"YGL056C",5.887,6.134,6.477,5.705,5.964,5.405
"YGL057C",4.783,4.648,4.924,5.114,5.517,5.058
"YGL058W",6.672,6.691,6.548,5.745,5.152,5.918
"YGL059W",6.171,6.512,6.402,6.373,6.637,6.906
"YGL060W",4.991,4.252,5.954,4.519,4.865,5.113
"YGL061C",5.24,4.911,4.253,3.823,4.587,4.35
"YGL062W",9.052,9.378,9.795,8.053,8.068,8.151
"YGL063W",2.4,1.588,3.863,3.055,0,1.197
"YGL064C",4.87,4.911,4.253,3.965,5.299,4.601
"YGL065C",5.845,5.362,5.787,5.339,5.705,6.065
"YGL066W",5.304,6.634,5.456,6.518,6.618,6.556
"YGL067W",5.779,5.464,6.649,5.894,6.233,5.684
"YGL068W",7.59,7.318,7.975,6.65,6.811,6.576
"YGL069C",7.015,6.746,7.796,5.533,6.077,5.887
"YGL070C",5.424,5.648,5.215,4.322,5.044,4.35
"YGL071W",5.613,6.29,5.38,7.05,7.248,7.251
"YGL072C",5.067,5.528,4.253,4.094,5.152,5.166
"YGL073W",7.377,7.918,6.773,7.663,7.869,7.931
"YGL074C",3.791,4.911,4.692,4.771,4.587,5.058
"YGL075C",5.24,4.959,5.38,4.847,5.044,5.217
"YGL076C",6.585,6.362,6.968,5.784,5.903,5.855
"YGL077C",7.837,7.552,8.778,8.482,8.499,8.258
"YGL078C",6.957,7.536,6.915,6.182,6.157,6.092
"YGL079W",3.877,4.589,3.62,4.094,4.336,4.942
"YGL080W",6.171,6.605,5.726,5.439,5.152,5.789
"YGL081W",3.121,4.004,2.464,3.055,2.887,2.9
"YGL082W",5.887,6.194,6.103,6.153,5.934,6.092
"YGL083W",5.335,5.005,5.954,6.182,6.351,6.248
"YGL084C",6.118,6.214,7.229,6.628,6.599,6.67
"YGL085W",4.036,4.648,4.071,4.094,5.044,4.747
"YGL086W",5.779,7.439,4.253,5.231,5.476,5.823
"YGL087C",5.424,6.308,6.103,6.029,5.993,6.172
"YGL089C",1.835,3.004,0,2.429,2.274,2.9
"YGL090W",4.485,4.759,4.414,5.173,4.733,4.88
"YGL091C",5.561,5.619,6.44,5.231,5.39,5.405
"YGL092W",5.988,6.027,6.477,6.447,6.58,6.119
"YGL093W",5.887,5.559,6.103,5.997,5.993,6.272
"YGL094C",6.927,6.719,6.713,7.414,7.107,7.498
"YGL095C",6.082,6.528,6.281,6.239,6.459,6.536
"YGL096W",6.302,7.165,6.649,7.946,7.862,7.654
"YGL097W",5.929,6.005,6.583,6.347,5.903,6.119
"YGL098W",4.69,4.464,4.56,5.439,4.733,5.113
"YGL099W",5.508,5.887,5.787,5.114,4.987,5.531
"YGL100W",5.929,5.362,6.005,5.997,6.157,5.755
"YGL101W",5.424,5.619,6.103,5.997,5.595,5.855
"YGL102C",9.709,9.185,10.224,8.649,8.834,8.718
"YGL103W",9.785,9.418,10.374,8.989,9.048,8.917
"YGL104C",4.539,3.812,5.027,5.286,5.099,5.448
"YGL105W",7.331,6.993,7.69,7.325,7.295,7.054
"YGL106W",6.118,6.786,5.9,6.182,5.872,5.949
"YGL107C",6.833,6.271,7.093,6.585,6.655,6.859
"YGL108C",5.24,6.175,4.812,4.424,5.044,4.35
"YGL109W",4.69,5.677,4.414,4.322,4.424,4.815
"YGL110C",5.587,6.414,5.124,5.664,5.595,5.789
"YGL111W",4.991,5.397,5.38,5.114,5.346,4.676
"YGL112C",5.638,5.214,6.239,5.894,6.05,6.008
"YGL113W",4.991,5.134,4.924,5.487,5.517,5.267
"YGL114W",7.634,7.253,8.844,6.985,7.147,6.997
"YGL115W",6.45,6.344,7.207,6.447,6.417,6.495
"YGL116W",5.866,6.38,6.15,5.173,4.801,4.747
"YGL117W",8.272,8.887,7.923,4.692,4.14,3.8
"YGL118C",1.835,2.003,3.62,0,0,1.197
"YGL119W",6.171,5.677,7.019,6.093,6.157,5.755
"YGL120C",6.045,5.959,5.38,5.173,5.669,5.918
"YGL121C",7.874,7.887,8.418,7.338,7.451,7.345
"YGL122C",6.436,6.233,7.019,6.985,6.922,6.826
"YGL123C-A",7.788,6.773,8.111,7.082,7.011,7.238
"YGL123W",9.164,8.681,9.681,8.494,8.36,8.246
"YGL124C",4.737,4.528,5.124,5.622,5.669,5.855
"YGL125W",5.424,5.863,6.44,6.65,6.86,6.67
"YGL126W",5.24,5.732,6.402,4.519,4.587,4.154
"YGL127C",4.827,5.559,5.38,4.986,5.152,4.439
"YGL128C",4.246,4.464,3.327,3.823,4.927,4.35
"YGL129C",6.672,6.719,6.773,6.093,6.131,6.198
"YGL130W",5.823,5.837,6.477,6.182,6.395,6.41
"YGL131C",6.302,6.175,6.803,7.621,7.711,7.616
"YGL132W",3.38,2.589,3.62,4.094,4.508,4.256
"YGL133W",6.977,7.439,7.14,7.839,8.005,7.923
"YGL134W",5.335,5.496,6.195,6.67,6.561,6.474
"YGL135W",6.708,5.959,7.207,6.827,6.655,6.092
"YGL136C",5.24,5.677,5.124,6.182,6.395,6.092
"YGL137W",7.413,7.308,8.257,7.463,7.26,7.402
"YGL139W",6.188,5.911,6.743,6.809,7.011,7.011
"YGL140C",7.564,7.271,8.369,8.832,8.858,8.701
"YGL141W",6.064,6.154,6.915,6.935,7.173,7.251
"YGL142C",5.71,5.528,6.402,6.563,6.438,6.388
"YGL143C",5.845,5.911,5.844,6.182,6.395,6.516
"YGL144C",5.587,5.049,6.103,6.061,6.438,6.388
"YGL145W",5.139,4.911,4.253,5.745,5.595,5.491
"YGL146C",3.791,2.811,4.56,3.49,3.49,3.131
"YGL147C",5.453,4.959,5.787,4.094,4.14,3.66
"YGL148W",7.203,7.431,8.001,6.563,6.48,6.223
"YGL149W",3.698,5.134,3.863,4.608,5.39,4.522
"YGL150C",7.22,7.786,7.163,8.211,8.181,8.282
"YGL151W",6.572,6.48,5.726,6.563,6.438,6.688
"YGL152C",4.87,5.092,4.812,5.114,5.774,5.571
"YGL153W",5.424,5.677,5.726,6.294,5.934,6.198
"YGL154C",3.959,4.589,5.124,5.173,5.099,5.217
"YGL155W",4.246,4.004,3.863,5.173,4.801,4.676
"YGL156W",8.342,8.77,9.178,9.712,9.841,9.703
"YGL157W",7.558,7.185,7.393,6.541,6.876,6.793
"YGL158W",2.4,2.589,2.959,3.288,3.316,3.504
"YGL159W",4.309,4.252,5.124,5.533,5.203,5.267
"YGL160W",5.845,5.677,6.44,6.809,6.417,6.248
"YGL161C",6.254,6.027,6.86,6.398,6.131,6.556
"YGL162W",1.439,2.326,0,1.972,0,1.842
"YGL163C",6.348,7.027,7.069,7.377,6.967,7.334
"YGL164C",5.173,5.959,4.924,4.918,5.556,5.648
"YGL165C",5.103,5.326,5.124,5.533,5.774,5.405
"YGL166W",5.067,5.648,5.663,5.622,5.517,5.405
"YGL167C",7.788,7.705,8.844,7.929,7.729,7.7
"YGL168W",5.508,6.344,5.663,5.578,5.39,5.314
"YGL169W",4.991,5.174,5.3,5.173,5.595,5.267
"YGL170C",2.4,3.174,2.464,3.666,2.274,3.131
"YGL171W",5.304,5.59,5.215,4.918,5.044,5.72
"YGL172W",5.304,5.619,5.529,5.784,6.131,5.979
"YGL173C",8.19,8.418,8.694,8.818,8.806,8.792
"YGL174W",5.304,5.397,2.464,4.424,4.14,4.942
"YGL175C",3.121,3.326,4.414,3.965,3.646,2.626
"YGL176C",4.737,5.005,5.726,5.114,5.808,5.405
"YGL177W",3.877,2.589,4.071,4.322,5.099,4.439
"YGL178W",7.143,7.027,6.968,8.232,7.976,8.097
"YGL179C",5.273,6.092,6.005,6.347,6.131,6.037
"YGL180W",6.171,6.605,6.649,8.092,7.916,7.744
"YGL181W",5.067,5.362,5.726,5.929,5.633,5.755
"YGL182C",3.38,2.811,1.704,2.429,1.189,2.287
"YGL183C",3.6,5.092,3.62,3.823,3.316,3.66
"YGL184C",5.969,6.663,6.681,6.061,5.556,5.684
"YGL185C",4.429,4.862,5.3,5.745,5.705,5.755
"YGL186C",7.564,7.705,8.36,7.849,7.862,7.597
"YGL187C",10.003,10.037,10.434,9.244,9.369,9.271
"YGL188C",7.006,7.935,7.116,6.9,6.48,6.32
"YGL188C-A",1.439,3.589,1.704,3.965,3.316,2.9
"YGL189C",8.574,8.729,8.446,7.92,7.924,8.164
"YGL190C",6.72,6.344,6.323,7.097,7.011,7.122
"YGL191W",10.09,10.78,9.901,9.717,9.847,10.037
"YGL192W",5.139,5.005,6.195,4.918,5.669,5.314
"YGL194C",4.737,4.959,5.215,5.339,5.633,5.001
"YGL194C-A",4.485,3.812,4.253,3.288,3.316,3.504
"YGL195W",7.864,7.271,9.017,8.54,8.337,8.462
"YGL196W",7.143,7.29,7.962,8.182,8.255,8.07
"YGL197W",6.064,6.431,6.681,7.338,7.295,7.402
"YGL198W",5.71,5.252,6.773,5.858,5.517,5.571
"YGL199C",5.03,4.705,5.598,5.231,4.424,3.131
"YGL200C",7.911,7.648,8.554,6.731,6.844,6.826
"YGL201C",5.686,5.982,5.9,5.997,6.328,6.198
"YGL202W",7.195,6.85,8.026,6.864,6.709,6.495
"YGL203C",6.188,7.175,5.726,6.969,7.08,7.109
"YGL204C",1.835,2.589,1.704,1.3,3.316,1.197
"YGL205W",4.539,4.648,5.456,7.018,6.655,7.054
"YGL206C",9.038,8.071,9.784,9.504,9.545,9.721
"YGL207W",7.484,7.414,7.796,7.097,7.211,7.558
"YGL208W",4.952,5.252,5.787,5.286,5.476,5.113
"YGL209W",5.03,5.648,4.253,6.65,6.395,5.949
"YGL210W",6.007,6.559,6.195,5.821,6.438,6.119
