"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YLL009C",217.712643253993,2.09363004823665,0.439936768420643,1.51588469211338e-07,3.81789966877316e-06
"YHR029C",108.578477943462,-1.6481414860122,0.345656240608778,1.58406159384706e-07,3.97319152859993e-06
"YER062C",136.996296430578,-1.26596026191077,0.260718089900881,1.75377059168964e-07,4.38083268702801e-06
"YOR385W",20.5150978474671,-2.46014159714627,0.516656277033695,1.79184051291745e-07,4.45766037805381e-06
"YLR189C",227.140710228183,-1.18192551485551,0.24186616001471,1.80135229933685e-07,4.46310661156835e-06
"YAL007C",45.5149055540971,1.72045543398361,0.360653620786905,1.80881087728538e-07,4.46344222552809e-06
"YAL037C-B",1161.27721114046,-1.12830550491106,0.230715027442061,1.8413417877106e-07,4.52539443390973e-06
"YML070W",276.216325274819,-1.45134089224573,0.303269778829988,1.92042499963969e-07,4.70079934650758e-06
"YMR170C",46.7415683217426,-1.81480764808829,0.388567070085932,2.24697382230039e-07,5.47812217876835e-06
"YFL033C",234.124752534737,-1.12176191115879,0.231467949221698,2.33330307997151e-07,5.66592919220172e-06
"YDL022W",212.009819819975,-1.20715316421647,0.25050238915101,2.39208273846226e-07,5.78561281386012e-06
"YLR005W",143.6632431524,-1.24713992118665,0.260298718289345,2.46183709077514e-07,5.9307893550492e-06
"YBL030C",328.010633890328,1.16433346557824,0.241762217592666,2.56223796797723e-07,6.14836236803984e-06
"YPL054W",49.9356880016873,-1.61930343126386,0.342661840341904,2.58551399333115e-07,6.17988540758956e-06
"YLR295C",269.298334266596,1.5399688151919,0.325677686862188,2.62372170915742e-07,6.24671242863847e-06
"YBR009C",82.8323729231426,1.39055623412887,0.29215129021463,2.66700449182576e-07,6.32505539987471e-06
"YBR140C",525.183950745867,-1.20201932846886,0.251064265173226,2.6908359696728e-07,6.33359862705333e-06
"YDR077W",1356.72268037584,-1.17179309390396,0.244216665631259,2.69138973651651e-07,6.33359862705333e-06
"YGR175C",513.720426316241,-1.55667486163958,0.331913923454446,2.79431432271491e-07,6.55051761421054e-06
"YOR136W",529.293628648209,1.05292048927095,0.218178206037864,2.91980403899018e-07,6.81846958530466e-06
